"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2017-06-20";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Zakrzów (68)";"18,20";"ul. WIEDENSKA ";"3 ";"7";"35.7";"192000.00";"5378.15";"";"";"";"";"3";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, 2 pokoje, kuchnia, łazienka, Ioggii, piwnica o pow. 3.24m2;Obręb: 0068 - Zakrzów, Ark.: 18,20, Nr dz.: 58/12,58/14,4/11,85;księga gruntowa: WR1K/00073557/1";"";"192000.00";"5378.15";"";"";"WR1K/00214768/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"4946/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-200";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"58/12,58/14,4/11,85";"166602";"494/1000000
"
"";"2017-06-13";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"10";"ul. WIEJSKA ";"20c ";"3";"56.0";"360000.00";"6428.57";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"II kondygnacja, 3 pokoje, kuchnia, łazienka z wc i przedpokój;Obręb: 0040 - Oporów, Ark.: 10, Nr dz.: 12/10;księga gruntowa: WR1K/00095249/9";"";"360000.00";"6428.57";"";"";"WR1K/00096168/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"4637/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-314";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/10";"332";"743/10000
"
"";"2017-06-08";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. WIEJSKA ";"3 ";"1";"66.1";"400000.00";"6051.44";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena lokalu niemieszkaInego, oddzielnie.;I kondygnacja, 3 pokoje, w tym jeden z aneksem kuchennym i korytarzem, łazienkaoraz wc.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 18/2,23/3;księga gruntowa: WR1K/00148218/0";"";"400000.00";"6051.44";"";"";"WR1K/00213986/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"767/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-314";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18/2,23/3";"2888";"1650/100000
"
"";"2017-07-03";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. WIEJSKA ";"5a ";"8";"71.1";"520000.00";"7313.64";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"w tym miejsce postojowe w garażu wielostanowiskowym;II kondygnacja, 3 pokoje, w tym jeden z aneksem kuchennym i korytarzem, łazienkaoraz WC.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 23/3,18/2;księga gruntowa: ";"";"520000.00";"7313.64";"";"";"WR1K/00148218/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"2007/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-314";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23/3,18/2";"2888";"1780/100000
"
"";"2017-01-05";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"10";"ul. WIEJSKA ";"8 ";"2";"135.41";"24300.00";"179.45";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"cena za 1/2 udz.;I i II kondygnacja, 2 pokoje, kuchnia, sień, cztery spiżarki i korytarz.;Obręb: 0040 - Oporów, Ark.: 10, Nr dz.: 17;księga gruntowa: ";"";"24300.00";"179.45";"";"";"WR1K/00015421/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"91/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-314";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17";"2051";"5/144
"
"";"2017-07-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. WIEJSKA ";"9A ";"9";"79.34";"429000.00";"5407.11";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena miejsca postojowego oddzielnie;III kondygnacja, 2 pokojke, w tym jeden połączony z przedpokojem, kuchnia, łazienka iantresola.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 12/17, 12/6;księga gruntowa: ";"";"429000.00";"5407.11";"";"";"WR1K/00220429/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"2069/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-314";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/17, 12/6";"9240";"813/88728
"
"";"2017-05-09";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. WIEJSKA ";"9b ";"2";"54.27";"360000.00";"6633.50";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena Imiejsca postojowego oddzielnie;I kondygnacja, 2 pokoje w tym jeden z kuchnią i przedpokojem, łazienka oraz komórkiIokatorskiej o powierzchni 1.95 m2;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 12/6, 12/17;księga gruntowa: WR1K/00220429/1";"";"360000.00";"6633.50";"";"";"WR1K/00232368/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"4299/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-314";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/6, 12/17";"9240";"cena lokalu mieszkalnego oddzielnie
"
"";"2017-06-08";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"24";"ul. WIELKA ";"12 ";"3";"61.0";"336000.00";"5508.20";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro,3 pokoje, kuchnia,łazienka, wc,przedpokój;Obręb: 0022 - Południe, Ark.: 24, Nr dz.: 14/5;księga gruntowa: WR1K/00166363/3";"";"336000.00";"5508.20";"";"";"WR1K/00219983/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"1624/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-339";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/5";"3012";"221/10000
"
"";"2017-07-14";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"35";"ul. WIELKA ";"29 ";"15";"66.91";"280000.00";"4184.73";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"4 piętro,2 pokoje, kuchnia,łazienka,przedpokój;Obręb: 0022 - Południe, Ark.: 35, Nr dz.: 31;księga gruntowa: WR1K/00065495/9";"";"280000.00";"4184.73";"";"";"WR1K/00128865/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"1401/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-338";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"31";"274";"681/10000
"
"";"2017-10-03";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Krzyki (16)";"4";"ul. WIETRZNA ";"109f ";"1";"79.15";"570000.00";"7201.52";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, 4 pokoje w tym jeden połączony z kuchnią i holem, łazienka;Obręb: 0016 - Krzyki, Ark.: 4, Nr dz.: 2/23;księga gruntowa: WR1K/00250524/6";"";"570000.00";"7201.52";"";"";"WR1K/00303837/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"2397/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-024";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/23";"4003";"175/10000
"
"";"2017-06-22";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Krzyki (16)";"4";"ul. WIETRZNA ";"36 ";"31";"57.5";"290000.00";"5043.48";"";"";"";"";"3";"";"";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"bd;3 piętro, 2 pokoje, kuchnia, łazienka, przedpokój i wiatrołap oraz balkon 0 pow. 9,20m2;Obręb: 0016 - Krzyki, Ark.: 4, Nr dz.: 38/3,38/4;księga gruntowa: WR1K/00124407/8";"";"290000.00";"5043.48";"";"";"WR1K/00146609/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"1695/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-024";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"38/3,38/4";"10211";"3371/1000000
"
"";"2017-04-12";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"26";"ul. WIĘZIENNA ";"14 ";"1";"45.7";"355000.00";"7768.05";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"2 kondygnacja-2 pokoje,kuchnia,łazienka,przedpokój;Obręb: 0001 - Stare Miasto, Ark.: 26, Nr dz.: 87/11;księga gruntowa: WR1K/00066102/5";"";"355000.00";"7768.05";"";"";"WR1K/00099903/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"1645/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-118";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"87/11";"254";"535/10000
"
"";"2017-02-24";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"26";"ul. WIĘZIENNA ";"14 ";"20";"25.3";"200000.00";"7905.14";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"4 kondygnacja-1 pokój,kuchnia,łazienka,przedpokój;Obręb: 0001 - Stare Miasto, Ark.: 26, Nr dz.: 87/11;księga gruntowa: WR1K/00066102/5";"";"200000.00";"7905.14";"";"";"WR1K/00244785/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"828/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-118";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"87/11";"254";"313/10000
"
"";"2017-05-04";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Gaj (13)";"6";"ul. WIKTORA BROSSA ";"14 ";"7";"63.6";"90000.00";"1415.09";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"- cena rynkowa mieszkania 225000 zł;udz. do lokalu 3/4 cz; 2 piętro, 1 pokój, 1 pokój z aneksem kuchennym, przedpokój,łazienka + pom.przynaIeżne tj.komórka gospodarcza- ŁĄCZNA POW/63.60 M2;Obręb: 0013 - Gaj, Ark.: 6, Nr dz.: 3/68;księga gruntowa: WR1K/00175960/4";"";"90000.00";"1415.09";"";"";"WR1K/00183052/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"9911/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-134";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/68";"1107";"1152/40000
"
"";"2017-05-04";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Zakrzów (68)";"20";"ul. WILANOWSKA ";"23 ";"3";"50.8";"215000.00";"4232.28";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 2 pokoje, kuchnia, przespokój, łazienka, wc, piwnica o pow. 3.75m2;Obręb: 0068 - Zakrzów, Ark.: 20, Nr dz.: 85,58/12,58/14,4/11;księga gruntowa: WR1K/00073557/1";"";"215000.00";"4232.28";"";"";"WR1K/00212414/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"2489/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-206";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"85,58/12,58/14,4/11";"166602";"692/1000000
"
"";"2017-06-21";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Zakrzów (68)";"18";"ul. WILANOWSKA ";"61 ";"18";"41.4";"170000.00";"4106.28";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 piętro, 2 pokoje, kuchnia, łazienka, przedpokój,;Obręb: 0068 - Zakrzów, Ark.: 18, Nr dz.: 23/3, 24/4;księga gruntowa: WR1K/00078189/5";"";"170000.00";"4106.28";"";"";"WR1K/00282529/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-206";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23/3, 24/4";"4114";"66/10000
"
"";"2017-04-03";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Zakrzów (68)";"18";"ul. WILANOWSKA ";"65 ";"22";"48.44";"250000.00";"5161.02";"";"";"";"";"3";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"4 piętro, pokój, pokój połączony z korytarzem, kuchnia, łazienka,;Obręb: 0068 - Zakrzów, Ark.: 18, Nr dz.: 23/4,24/5;księga gruntowa: WR1K/00266221/7";"";"250000.00";"5161.02";"";"";"WR1K/00300506/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"2609/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-206";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23/4,24/5";"4040";"59/10000
"
"";"2017-11-14";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"29";"ul. WILHELMA ROENTGENA ";"8 ";"3";"45.78";"75000.00";"1638.27";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1/2 udziałuObręb: 0005 - Plac Grunwaldzki, Ark.: 29, Nr dz.: 89;księga gruntowa: WR1K/00061396/7";"";"75000.00";"1638.27";"";"";"WR1K/00112306/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"101263/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-362";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"89";"225";"620/10000
"
"";"2017-03-15";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"14";"ul. WINCENTEGO STYSIA ";"20 ";"9";"47.24";"315000.00";"6668.08";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"3 piętro, 2 pokoje, kuchnia,łazienka,przedpokój;Obręb: 0022 - Południe, Ark.: 14, Nr dz.: 14;księga gruntowa: WR1K/00054292/6";"";"315000.00";"6668.08";"";"";"WR1K/00108383/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"739/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-526";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14";"321";"420/10000
"
"";"2017-08-03";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Osobowice (55)";"15";"ul. WITKOWSKA ";"11 ";"3";"62.23";"390000.00";"6267.07";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena łączna za lokal i miejsce postojowe nr 1 w GW;I kondygnacja (parter), 2 pokoje, pokój z aneksem kuchennym, łazienka i przedpokój ołącznej pow. użytk. 62.23 m2 + miejsce postojowe nr 1 w GW przy ul.Witkowskiej11-15a;Obręb: 0055 - Osobowice, Ark.: 15, Nr dz.: 39/6;księga gruntowa: WR1K/00183817/6";"";"390000.00";"6267.07";"";"";"WR1K/00250958/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"2759/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-003";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"39/6";"2856";"283/10000
"
"";"2017-09-14";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Osobowice (55)";"15";"ul. WITKOWSKA ";"19 ";"6";"46.18";"355000.00";"7687.31";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"II kondygnacja, 2 pokoje, wtym 1 pokój z aneksem kuchennym połączony zprzedpokojem i łazienka o łącznej pow. użytk. 46.18 m2 oraz pomieszczeniaprzynależne: komórka lokatorska nr 14 w piwnicy o pow. 3.43 m2 i garaż nr 8 w piwnicyo pow. 16.84 m2;Obręb: 0055 - Osobowice, Ark.: 15, Nr dz.: 39/4;księga gruntowa: WR1K/00183816/9";"";"355000.00";"7687.31";"";"";"WR1K/00229656/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"4232/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-003";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"39/4";"3511";"415/10000
"
"";"2017-06-26";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"25";"ul. WŁADYSŁAWA ŁOKIETKA ";"3 ";"7";"91.23";"339000.00";"3715.88";"";"";"";"";"5";"";"";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"-3 piętro,4 pokoje, kuchnia,wc,przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 25, Nr dz.: 74;księga gruntowa: WR1K/00084116/8";"";"339000.00";"3715.88";"";"";"WR1K/00355928/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"2674/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-243";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"74";"255";"957/10000
"
"";"2017-08-01";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Złotniki (47)";"2";"ul. WŁADYSŁAWA SKOCZYLASA ";"47 ";"3";"59.71";"200000.00";"3349.52";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 pokoje, kuchnia, łazienka, przedpokój+ piwnica 12.92m2, komórka 4.5m2;Obręb: 0047 - Złotniki, Ark.: 2, Nr dz.: 95;księga gruntowa: WR1K/00043942/8";"";"200000.00";"3349.52";"";"";"WR1K/00247716/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"3856/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-071";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"95";"1012";"2222/10000
"
"";"2017-10-12";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Bartoszowice (02)";"3";"ul. WOJCIECHA GERSONA ";"45 ";"5";"67.1";"510000.00";"7600.60";"";"";"";"";"4";"";"wieIorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"II piętro, 3 pokoje, kuchnia, łazienka, wc, przedpokój i pomieszczenie przynależne-komórka o pow.7,3 m2;Obręb: 0002 - Bartoszowice, Ark.: 3, Nr dz.: 2/16,49/5;księga gruntowa: WR1K/00187289/3";"";"510000.00";"7600.60";"";"";"WR1K/00263716/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"5941/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-664";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/16,49/5";"2116";"192/10000
"
"";"2017-06-21";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Grabiszyn (28)";"28";"ul. WOJCIECHA MĘCINSKIEGO ";"21 ";"2";"50.8";"55000.00";"1082.68";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"brak informacji w akcie notarialnym cena brutto czy netto;I piętro, 4 izby z balkonem który po zabudowaniu go został funkcjonalnie połączony zprzedmiotowym lokalem iz możliwością wyłącznego korzystania przez każdoczesnegowłaściciela lokalu;Obręb: 0028 - Grabiszyn, Ark.: 28, Nr dz.: 117;księga gruntowa: KW11002";"";"55000.00";"1082.68";"";"";"WR1K/00019989/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"1819/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-209";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"117";"823";"39/600
"
